dataset	ProtT5	Random-Transformer	ESM2-3B	DPLM-150	Random	ANKH-Large	ESM2-35	ESMC-300	ESMC-600	DPLM-650	ESM2-150	GLM2-150	DSM-150	GLM2-650	ESM2-650	ProtBert	ESM2-8	DSM-650	ANKH-Base
BP_reg	"{""test_loss"": 0.16456618905067444, ""test_accuracy"": 0.96667, ""test_f1"": 0.23054, ""test_precision"": 0.67208, ""test_recall"": 0.13913, ""test_hamming_loss"": 0.03333, ""test_threshold"": 0.01, ""test_mcc"": 0.03164, ""test_auc"": 0.80517}"	"{""test_loss"": 0.1907385140657425, ""test_accuracy"": 0.96664, ""test_f1"": 0.16614, ""test_precision"": 0.37673, ""test_recall"": 0.10657, ""test_hamming_loss"": 0.03336, ""test_threshold"": 0.01, ""test_mcc"": 0.00886, ""test_auc"": 0.78433}"	"{""test_loss"": 0.17999684810638428, ""test_accuracy"": 0.96668, ""test_f1"": 0.22274, ""test_precision"": 0.65554, ""test_recall"": 0.13416, ""test_hamming_loss"": 0.03332, ""test_threshold"": 0.01, ""test_mcc"": 0.03321, ""test_auc"": 0.80217}"	"{""test_loss"": 0.17517776787281036, ""test_accuracy"": 0.96666, ""test_f1"": 0.23004, ""test_precision"": 0.60365, ""test_recall"": 0.1421, ""test_hamming_loss"": 0.03334, ""test_threshold"": 0.01, ""test_mcc"": 0.02562, ""test_auc"": 0.8134}"	"{""test_loss"": 0.1698857694864273, ""test_accuracy"": 0.96664, ""test_f1"": 0.06457, ""test_precision"": 0.03336, ""test_recall"": 1.0, ""test_hamming_loss"": 0.03336, ""test_threshold"": 0.0, ""test_mcc"": 0.0, ""test_auc"": 0.73314}"	"{""test_loss"": 0.16490216553211212, ""test_accuracy"": 0.96669, ""test_f1"": 0.22457, ""test_precision"": 0.68021, ""test_recall"": 0.13449, ""test_hamming_loss"": 0.03331, ""test_threshold"": 0.01, ""test_mcc"": 0.03911, ""test_auc"": 0.81833}"	"{""test_loss"": 0.16970884799957275, ""test_accuracy"": 0.96666, ""test_f1"": 0.22271, ""test_precision"": 0.58709, ""test_recall"": 0.13742, ""test_hamming_loss"": 0.03334, ""test_threshold"": 0.01, ""test_mcc"": 0.02726, ""test_auc"": 0.79927}"	"{""test_loss"": 0.17108267545700073, ""test_accuracy"": 0.96666, ""test_f1"": 0.21567, ""test_precision"": 0.57761, ""test_recall"": 0.13258, ""test_hamming_loss"": 0.03334, ""test_threshold"": 0.01, ""test_mcc"": 0.02275, ""test_auc"": 0.8185}"	"{""test_loss"": 0.1833178848028183, ""test_accuracy"": 0.96665, ""test_f1"": 0.21583, ""test_precision"": 0.57511, ""test_recall"": 0.13284, ""test_hamming_loss"": 0.03335, ""test_threshold"": 0.01, ""test_mcc"": 0.02205, ""test_auc"": 0.81553}"	"{""test_loss"": 0.1693008989095688, ""test_accuracy"": 0.96667, ""test_f1"": 0.22972, ""test_precision"": 0.67167, ""test_recall"": 0.13855, ""test_hamming_loss"": 0.03333, ""test_threshold"": 0.01, ""test_mcc"": 0.02962, ""test_auc"": 0.80395}"	"{""test_loss"": 0.17453747987747192, ""test_accuracy"": 0.96667, ""test_f1"": 0.22587, ""test_precision"": 0.62043, ""test_recall"": 0.13807, ""test_hamming_loss"": 0.03333, ""test_threshold"": 0.01, ""test_mcc"": 0.02899, ""test_auc"": 0.80317}"	"{""test_loss"": 0.19133712351322174, ""test_accuracy"": 0.96664, ""test_f1"": 0.18853, ""test_precision"": 0.43117, ""test_recall"": 0.12064, ""test_hamming_loss"": 0.03336, ""test_threshold"": 0.01, ""test_mcc"": 0.01268, ""test_auc"": 0.79092}"	"{""test_loss"": 0.168494313955307, ""test_accuracy"": 0.96666, ""test_f1"": 0.22545, ""test_precision"": 0.59658, ""test_recall"": 0.13899, ""test_hamming_loss"": 0.03334, ""test_threshold"": 0.01, ""test_mcc"": 0.02332, ""test_auc"": 0.80978}"	"{""test_loss"": 0.1814114898443222, ""test_accuracy"": 0.96664, ""test_f1"": 0.18254, ""test_precision"": 0.43292, ""test_recall"": 0.11565, ""test_hamming_loss"": 0.03336, ""test_threshold"": 0.01, ""test_mcc"": 0.00673, ""test_auc"": 0.79951}"	"{""test_loss"": 0.1672840267419815, ""test_accuracy"": 0.96667, ""test_f1"": 0.22991, ""test_precision"": 0.65486, ""test_recall"": 0.13943, ""test_hamming_loss"": 0.03333, ""test_threshold"": 0.01, ""test_mcc"": 0.02899, ""test_auc"": 0.80014}"	"{""test_loss"": 0.19107939302921295, ""test_accuracy"": 0.96666, ""test_f1"": 0.21358, ""test_precision"": 0.54655, ""test_recall"": 0.13272, ""test_hamming_loss"": 0.03334, ""test_threshold"": 0.01, ""test_mcc"": 0.02598, ""test_auc"": 0.80141}"	"{""test_loss"": 0.18204815685749054, ""test_accuracy"": 0.96665, ""test_f1"": 0.20681, ""test_precision"": 0.52778, ""test_recall"": 0.1286, ""test_hamming_loss"": 0.03335, ""test_threshold"": 0.01, ""test_mcc"": 0.02194, ""test_auc"": 0.78189}"	"{""test_loss"": 0.17236736416816711, ""test_accuracy"": 0.96666, ""test_f1"": 0.22812, ""test_precision"": 0.62336, ""test_recall"": 0.13961, ""test_hamming_loss"": 0.03334, ""test_threshold"": 0.01, ""test_mcc"": 0.02628, ""test_auc"": 0.80769}"	"{""test_loss"": 0.17659984529018402, ""test_accuracy"": 0.96669, ""test_f1"": 0.2327, ""test_precision"": 0.68255, ""test_recall"": 0.14026, ""test_hamming_loss"": 0.03331, ""test_threshold"": 0.01, ""test_mcc"": 0.03866, ""test_auc"": 0.8066}"
CC_reg	"{""test_loss"": 0.1564813107252121, ""test_accuracy"": 0.96411, ""test_f1"": 0.44024, ""test_precision"": 0.45636, ""test_recall"": 0.42521, ""test_hamming_loss"": 0.03589, ""test_threshold"": 0.01, ""test_mcc"": 0.13803, ""test_auc"": 0.88582}"	"{""test_loss"": 0.18396295607089996, ""test_accuracy"": 0.96351, ""test_f1"": 0.33222, ""test_precision"": 0.27255, ""test_recall"": 0.42534, ""test_hamming_loss"": 0.03649, ""test_threshold"": 0.01, ""test_mcc"": 0.05811, ""test_auc"": 0.83635}"	"{""test_loss"": 0.1548767238855362, ""test_accuracy"": 0.9642, ""test_f1"": 0.42949, ""test_precision"": 0.46832, ""test_recall"": 0.3966, ""test_hamming_loss"": 0.0358, ""test_threshold"": 0.01, ""test_mcc"": 0.14689, ""test_auc"": 0.88303}"	"{""test_loss"": 0.17010480165481567, ""test_accuracy"": 0.96408, ""test_f1"": 0.41638, ""test_precision"": 0.43133, ""test_recall"": 0.40244, ""test_hamming_loss"": 0.03592, ""test_threshold"": 0.01, ""test_mcc"": 0.13624, ""test_auc"": 0.86929}"	"{""test_loss"": 0.1750638782978058, ""test_accuracy"": 0.96339, ""test_f1"": 0.27983, ""test_precision"": 0.21793, ""test_recall"": 0.39084, ""test_hamming_loss"": 0.03661, ""test_threshold"": 0.01, ""test_mcc"": 0.0, ""test_auc"": 0.7708}"	"{""test_loss"": 0.1535211205482483, ""test_accuracy"": 0.9644, ""test_f1"": 0.42929, ""test_precision"": 0.49603, ""test_recall"": 0.37839, ""test_hamming_loss"": 0.0356, ""test_threshold"": 0.01, ""test_mcc"": 0.16381, ""test_auc"": 0.87273}"	"{""test_loss"": 0.18822701275348663, ""test_accuracy"": 0.96402, ""test_f1"": 0.41007, ""test_precision"": 0.42928, ""test_recall"": 0.3925, ""test_hamming_loss"": 0.03598, ""test_threshold"": 0.01, ""test_mcc"": 0.12995, ""test_auc"": 0.8719}"	"{""test_loss"": 0.14622551202774048, ""test_accuracy"": 0.96415, ""test_f1"": 0.438, ""test_precision"": 0.44975, ""test_recall"": 0.42684, ""test_hamming_loss"": 0.03585, ""test_threshold"": 0.01, ""test_mcc"": 0.14252, ""test_auc"": 0.8895}"	"{""test_loss"": 0.16550549864768982, ""test_accuracy"": 0.96418, ""test_f1"": 0.41766, ""test_precision"": 0.45812, ""test_recall"": 0.38376, ""test_hamming_loss"": 0.03582, ""test_threshold"": 0.01, ""test_mcc"": 0.14548, ""test_auc"": 0.88972}"	"{""test_loss"": 0.15677569806575775, ""test_accuracy"": 0.964, ""test_f1"": 0.42942, ""test_precision"": 0.42575, ""test_recall"": 0.43316, ""test_hamming_loss"": 0.036, ""test_threshold"": 0.01, ""test_mcc"": 0.12757, ""test_auc"": 0.87798}"	"{""test_loss"": 0.16256241500377655, ""test_accuracy"": 0.96409, ""test_f1"": 0.42921, ""test_precision"": 0.43788, ""test_recall"": 0.42088, ""test_hamming_loss"": 0.03591, ""test_threshold"": 0.01, ""test_mcc"": 0.13647, ""test_auc"": 0.88607}"	"{""test_loss"": 0.1695336550474167, ""test_accuracy"": 0.96365, ""test_f1"": 0.35452, ""test_precision"": 0.29892, ""test_recall"": 0.43553, ""test_hamming_loss"": 0.03635, ""test_threshold"": 0.01, ""test_mcc"": 0.08352, ""test_auc"": 0.8586}"	"{""test_loss"": 0.1712246686220169, ""test_accuracy"": 0.96402, ""test_f1"": 0.41175, ""test_precision"": 0.4083, ""test_recall"": 0.41525, ""test_hamming_loss"": 0.03598, ""test_threshold"": 0.01, ""test_mcc"": 0.12985, ""test_auc"": 0.87326}"	"{""test_loss"": 0.16989953815937042, ""test_accuracy"": 0.96371, ""test_f1"": 0.35209, ""test_precision"": 0.29278, ""test_recall"": 0.44152, ""test_hamming_loss"": 0.03629, ""test_threshold"": 0.01, ""test_mcc"": 0.0922, ""test_auc"": 0.85216}"	"{""test_loss"": 0.15747682750225067, ""test_accuracy"": 0.96397, ""test_f1"": 0.44749, ""test_precision"": 0.4505, ""test_recall"": 0.44452, ""test_hamming_loss"": 0.03603, ""test_threshold"": 0.01, ""test_mcc"": 0.12454, ""test_auc"": 0.89118}"	"{""test_loss"": 0.15903550386428833, ""test_accuracy"": 0.96409, ""test_f1"": 0.42294, ""test_precision"": 0.42184, ""test_recall"": 0.42404, ""test_hamming_loss"": 0.03591, ""test_threshold"": 0.01, ""test_mcc"": 0.13683, ""test_auc"": 0.88897}"	"{""test_loss"": 0.18050265312194824, ""test_accuracy"": 0.96384, ""test_f1"": 0.39283, ""test_precision"": 0.37833, ""test_recall"": 0.40847, ""test_hamming_loss"": 0.03616, ""test_threshold"": 0.01, ""test_mcc"": 0.11039, ""test_auc"": 0.86429}"	"{""test_loss"": 0.15605713427066803, ""test_accuracy"": 0.96404, ""test_f1"": 0.44245, ""test_precision"": 0.44152, ""test_recall"": 0.44338, ""test_hamming_loss"": 0.03596, ""test_threshold"": 0.01, ""test_mcc"": 0.13178, ""test_auc"": 0.8906}"	"{""test_loss"": 0.16907328367233276, ""test_accuracy"": 0.96419, ""test_f1"": 0.41828, ""test_precision"": 0.46372, ""test_recall"": 0.38096, ""test_hamming_loss"": 0.03581, ""test_threshold"": 0.01, ""test_mcc"": 0.1462, ""test_auc"": 0.86848}"
DL10_reg	"{""test_loss"": 0.6595646739006042, ""test_f1"": 0.62948, ""test_precision"": 0.72463, ""test_recall"": 0.62516, ""test_accuracy"": 0.79235, ""test_mcc"": 0.74972, ""test_auc"": 0.97181}"	"{""test_loss"": 1.323871374130249, ""test_f1"": 0.38273, ""test_precision"": 0.43404, ""test_recall"": 0.39085, ""test_accuracy"": 0.55556, ""test_mcc"": 0.4578, ""test_auc"": 0.85865}"	"{""test_loss"": 0.6770521998405457, ""test_f1"": 0.67831, ""test_precision"": 0.76658, ""test_recall"": 0.65941, ""test_accuracy"": 0.81785, ""test_mcc"": 0.78017, ""test_auc"": 0.97071}"	"{""test_loss"": 0.7373077869415283, ""test_f1"": 0.61624, ""test_precision"": 0.711, ""test_recall"": 0.60714, ""test_accuracy"": 0.77341, ""test_mcc"": 0.72654, ""test_auc"": 0.96048}"	"{""test_loss"": 1.9778478145599365, ""test_f1"": 0.04509, ""test_precision"": 0.02911, ""test_recall"": 0.1, ""test_accuracy"": 0.29107, ""test_mcc"": 0.0, ""test_auc"": 0.54776}"	"{""test_loss"": 0.6831610798835754, ""test_f1"": 0.64067, ""test_precision"": 0.72116, ""test_recall"": 0.63397, ""test_accuracy"": 0.80546, ""test_mcc"": 0.76472, ""test_auc"": 0.96768}"	"{""test_loss"": 0.8293813467025757, ""test_f1"": 0.59214, ""test_precision"": 0.69496, ""test_recall"": 0.57484, ""test_accuracy"": 0.75009, ""test_mcc"": 0.69737, ""test_auc"": 0.95149}"	"{""test_loss"": 0.7356148958206177, ""test_f1"": 0.59885, ""test_precision"": 0.60781, ""test_recall"": 0.60361, ""test_accuracy"": 0.76648, ""test_mcc"": 0.71858, ""test_auc"": 0.95753}"	"{""test_loss"": 0.6964476108551025, ""test_f1"": 0.60092, ""test_precision"": 0.62529, ""test_recall"": 0.6133, ""test_accuracy"": 0.77523, ""test_mcc"": 0.72853, ""test_auc"": 0.96292}"	"{""test_loss"": 0.6864888668060303, ""test_f1"": 0.61944, ""test_precision"": 0.72905, ""test_recall"": 0.62363, ""test_accuracy"": 0.7949, ""test_mcc"": 0.75273, ""test_auc"": 0.96806}"	"{""test_loss"": 0.7774118781089783, ""test_f1"": 0.62614, ""test_precision"": 0.67803, ""test_recall"": 0.61387, ""test_accuracy"": 0.77596, ""test_mcc"": 0.72895, ""test_auc"": 0.95923}"	"{""test_loss"": 1.0783703327178955, ""test_f1"": 0.47566, ""test_precision"": 0.5008, ""test_recall"": 0.47638, ""test_accuracy"": 0.65064, ""test_mcc"": 0.57872, ""test_auc"": 0.91183}"	"{""test_loss"": 0.7639071941375732, ""test_f1"": 0.61123, ""test_precision"": 0.69794, ""test_recall"": 0.59781, ""test_accuracy"": 0.77231, ""test_mcc"": 0.72452, ""test_auc"": 0.95756}"	"{""test_loss"": 1.08930242061615, ""test_f1"": 0.50375, ""test_precision"": 0.53373, ""test_recall"": 0.50175, ""test_accuracy"": 0.63789, ""test_mcc"": 0.56584, ""test_auc"": 0.91299}"	"{""test_loss"": 0.7227703928947449, ""test_f1"": 0.58028, ""test_precision"": 0.61891, ""test_recall"": 0.58769, ""test_accuracy"": 0.77559, ""test_mcc"": 0.72948, ""test_auc"": 0.96493}"	"{""test_loss"": 0.8071852922439575, ""test_f1"": 0.5805, ""test_precision"": 0.66363, ""test_recall"": 0.57122, ""test_accuracy"": 0.73807, ""test_mcc"": 0.68334, ""test_auc"": 0.94898}"	"{""test_loss"": 0.9043658971786499, ""test_f1"": 0.53197, ""test_precision"": 0.57867, ""test_recall"": 0.53073, ""test_accuracy"": 0.7031, ""test_mcc"": 0.64041, ""test_auc"": 0.93757}"	"{""test_loss"": 0.6762032508850098, ""test_f1"": 0.65919, ""test_precision"": 0.72178, ""test_recall"": 0.6435, ""test_accuracy"": 0.79271, ""test_mcc"": 0.75195, ""test_auc"": 0.96693}"	"{""test_loss"": 0.743713915348053, ""test_f1"": 0.60057, ""test_precision"": 0.71257, ""test_recall"": 0.60087, ""test_accuracy"": 0.77341, ""test_mcc"": 0.72664, ""test_auc"": 0.96293}"
DL2_reg	"{""test_loss"": 0.2650924623012543, ""test_f1"": 0.92683, ""test_precision"": 0.92936, ""test_recall"": 0.92479, ""test_accuracy"": 0.92886, ""test_mcc"": 0.85414, ""test_auc"": 0.92479}"	"{""test_loss"": 0.47477275133132935, ""test_f1"": 0.75768, ""test_precision"": 0.79549, ""test_recall"": 0.75153, ""test_accuracy"": 0.77675, ""test_mcc"": 0.54525, ""test_auc"": 0.75153}"	"{""test_loss"": 0.2530393898487091, ""test_f1"": 0.90415, ""test_precision"": 0.90401, ""test_recall"": 0.9043, ""test_accuracy"": 0.9063, ""test_mcc"": 0.80831, ""test_auc"": 0.9043}"	"{""test_loss"": 0.24910980463027954, ""test_f1"": 0.91194, ""test_precision"": 0.9145, ""test_recall"": 0.9099, ""test_accuracy"": 0.9144, ""test_mcc"": 0.82439, ""test_auc"": 0.9099}"	"{""test_loss"": 0.6832078695297241, ""test_f1"": 0.36527, ""test_precision"": 0.28774, ""test_recall"": 0.5, ""test_accuracy"": 0.57548, ""test_mcc"": 0.0, ""test_auc"": 0.5}"	"{""test_loss"": 0.33812129497528076, ""test_f1"": 0.90326, ""test_precision"": 0.90448, ""test_recall"": 0.90219, ""test_accuracy"": 0.90573, ""test_mcc"": 0.80666, ""test_auc"": 0.90219}"	"{""test_loss"": 0.2809760868549347, ""test_f1"": 0.89821, ""test_precision"": 0.90445, ""test_recall"": 0.8942, ""test_accuracy"": 0.90168, ""test_mcc"": 0.79859, ""test_auc"": 0.8942}"	"{""test_loss"": 0.24380187690258026, ""test_f1"": 0.90969, ""test_precision"": 0.92007, ""test_recall"": 0.9039, ""test_accuracy"": 0.91324, ""test_mcc"": 0.82381, ""test_auc"": 0.9039}"	"{""test_loss"": 0.24291974306106567, ""test_f1"": 0.89847, ""test_precision"": 0.90704, ""test_recall"": 0.89345, ""test_accuracy"": 0.90226, ""test_mcc"": 0.80038, ""test_auc"": 0.89345}"	"{""test_loss"": 0.25491195917129517, ""test_f1"": 0.90068, ""test_precision"": 0.91068, ""test_recall"": 0.89511, ""test_accuracy"": 0.90457, ""test_mcc"": 0.80564, ""test_auc"": 0.89511}"	"{""test_loss"": 0.26816993951797485, ""test_f1"": 0.91089, ""test_precision"": 0.9213, ""test_recall"": 0.90508, ""test_accuracy"": 0.9144, ""test_mcc"": 0.82622, ""test_auc"": 0.90508}"	"{""test_loss"": 0.2772565484046936, ""test_f1"": 0.88469, ""test_precision"": 0.91043, ""test_recall"": 0.87515, ""test_accuracy"": 0.89127, ""test_mcc"": 0.78479, ""test_auc"": 0.87515}"	"{""test_loss"": 0.2705629765987396, ""test_f1"": 0.89803, ""test_precision"": 0.90982, ""test_recall"": 0.89185, ""test_accuracy"": 0.90226, ""test_mcc"": 0.80147, ""test_auc"": 0.89185}"	"{""test_loss"": 0.3160458207130432, ""test_f1"": 0.88188, ""test_precision"": 0.89234, ""test_recall"": 0.87631, ""test_accuracy"": 0.88664, ""test_mcc"": 0.76849, ""test_auc"": 0.87631}"	"{""test_loss"": 0.26578569412231445, ""test_f1"": 0.90265, ""test_precision"": 0.90396, ""test_recall"": 0.90151, ""test_accuracy"": 0.90515, ""test_mcc"": 0.80546, ""test_auc"": 0.90151}"	"{""test_loss"": 0.3064385652542114, ""test_f1"": 0.87798, ""test_precision"": 0.88649, ""test_recall"": 0.87315, ""test_accuracy"": 0.88259, ""test_mcc"": 0.75952, ""test_auc"": 0.87315}"	"{""test_loss"": 0.3108151853084564, ""test_f1"": 0.88257, ""test_precision"": 0.89252, ""test_recall"": 0.87717, ""test_accuracy"": 0.88722, ""test_mcc"": 0.76954, ""test_auc"": 0.87717}"	"{""test_loss"": 0.292428582906723, ""test_f1"": 0.90207, ""test_precision"": 0.91072, ""test_recall"": 0.89701, ""test_accuracy"": 0.90573, ""test_mcc"": 0.80761, ""test_auc"": 0.89701}"	"{""test_loss"": 0.28433388471603394, ""test_f1"": 0.91266, ""test_precision"": 0.91448, ""test_recall"": 0.91112, ""test_accuracy"": 0.91498, ""test_mcc"": 0.8256, ""test_auc"": 0.91112}"
